Molecule ChEMBL ID,Smiles,Standard Value
CHEMBL4109047,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,7.6
CHEMBL4108104,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCCC(F)(F)C1O,5
CHEMBL3953153,CNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2N[C@@H](C)CF)CC1,16
CHEMBL4113092,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)NC(C)C,4.1
CHEMBL4115333,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC(CO)CF,6.8
CHEMBL4108523,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@@H]1CCN(c2ncccn2)C1,6.8
CHEMBL4793633,CCc1cc(Nc2ncc(C(=O)NC)c(N[C@H](CO)c3ccccc3)n2)ccc1C#N,38
CHEMBL4741772,CN1CCC(c2nnc(-c3cnc(Nc4ccc5c(c4)C(C)(C)OC5=O)nc3N[C@H](CO)c3ccccc3)o2)CC1,170
CHEMBL3892724,O=c1[nH]c(N2CCOCC2)nc(NC(CO)CO)c1-c1nc2ccccc2s1,110
CHEMBL3982323,CN1CCCC(Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2ccc3ccccc3n2)C1,720
CHEMBL4113079,CN(c1nc(N[C@@H]2CCCNC2)c(-c2nc3ccccc3s2)c(=O)[nH]1)[C@H](CO)c1ccccc1,250
CHEMBL4112772,O=c1[nH]c(NCCO)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,450
CHEMBL4111179,Nc1ccc2c(c1)CN(c1nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]1)CC2,49
CHEMBL4106577,O=c1[nH]c(N2CCc3ccccc3C2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2ccc(F)cc2)cs1,57
CHEMBL4758114,CCc1noc(-c2cnc(Nc3ccc4c(c3)C(C)(C)OC4=O)nc2N[C@H](CO)c2ccccc2)n1,1500
CHEMBL4111162,CC(C)Nc1cc(-n2ccc3cnc(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,1.3
CHEMBL3938824,CNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)cnc43)cc2N[C@@H](C)CO)CC1,3.3
CHEMBL4109253,CC(C)n1cc(Nc2cc(-n3ncc4cc(Cl)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cn1,3.5
CHEMBL3985561,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](C(C)(C)O)CC1,1.4
CHEMBL3905839,CC(C)(O)CCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1CCOCC1,14.8
CHEMBL4061890,COc1cc2c(OC[C@@H]3CCC(=O)N3)ccnc2cc1C(N)=O,5.9
CHEMBL4091434,CC[C@@H]1CC(=O)N[C@@H]1COc1nccc2cc(C(N)=O)c(OC)cc12,9
CHEMBL4079243,COC[C@@H]1CC(=O)N[C@@H]1COc1nccc2cc(C(N)=O)c(OC)cc12,373
CHEMBL4085199,COc1cc2c(OC[C@H]3NC(=O)[C@@]4(F)[C@@H]3[C@@H]4C)nccc2cc1C(N)=O,16.8
CHEMBL379787,O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1,200
CHEMBL3601070,CC(C)Oc1cc(Nc2ncc(-c3ccc4ccccc4n3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)ccn1,27
CHEMBL3601190,OC[C@H]1C[C@@H](Nc2nc(Nc3ccnc(OC4CC4)c3)ncc2-c2ccc3ccccc3n2)[C@H](O)[C@@H]1O,44
CHEMBL3601080,Cc1cc(Nc2ncc(-c3nc4ccncc4s3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)ccn1,12
CHEMBL3601077,OC[C@H]1C[C@@H](Nc2nc(NC3CC3)ncc2-c2nc3cnccc3s2)[C@H](O)[C@@H]1O,647
CHEMBL482709,c1ccn2c(-c3ccnc(OC4CCNCC4)n3)cnc2c1,1189
CHEMBL3970164,O=c1[nH]c(N2CCOCC2)nc(NCCN2CCCC2)c1-c1ccc2ccccc2n1,4900
CHEMBL4112528,O=c1[nH]c(N[C@@H]2c3ccccc3C[C@@H]2O)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,1200
CHEMBL4111977,CN(Cc1ccccc1)c1nc(N[C@@H]2CCCNC2)c(-c2nc3ccccc3s2)c(=O)[nH]1,310
CHEMBL4106733,O=C(O)C1CN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CCO1,250
CHEMBL4112383,O=C(NC1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1)OCc1ccccc1,100
CHEMBL4108791,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2cc(Cl)ccc2s1,8
CHEMBL4107459,N#Cc1ccc2sc(-c3c(N[C@@H]4CCCNC4)nc(N4CCOCC4)[nH]c3=O)nc2c1,5
CHEMBL4106577,O=c1[nH]c(N2CCc3ccccc3C2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2ccc(F)cc2)cs1,5400
CHEMBL4108331,N[C@@H]1CCCC[C@@H]1Nc1cccc2sc(-c3c(N[C@@H]4CCCNC4)nc(N4CCOCC4)[nH]c3=O)nc12,70
CHEMBL4113995,N[C@H]1CCCC[C@H]1Nc1cccc2sc(-c3c(N[C@@H]4CCCNC4)nc(N4CCOCC4)[nH]c3=O)nc12,2
CHEMBL4106852,O=c1[nH]c(NC2CCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nccs1,1114
CHEMBL3898529,O=c1[nH]c(N2CCOCC2)nc(N[C@H]2CCCNC2)c1-c1nc2ccccc2s1,255
CHEMBL4110394,CS(=O)(=O)c1cc(F)ccc1N1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,14
CHEMBL4111862,Cn1cc(N2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)cn1,20
CHEMBL4113418,O=c1[nH]c(N2CC3CC3C2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,34
CHEMBL3983208,O=c1[nH]c(N2CC[C@H](CO)C2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,15
CHEMBL4115098,COC1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C1,26
CHEMBL259797,COc1ccccc1NC(=O)c1csc(-c2cccnc2)n1,800
CHEMBL380097,CCCCn1c(NC(=O)c2ccc(OC)cc2)nc2ccccc21,6500
CHEMBL3938382,O=C(Nc1cccc(NCCO)c1N1CCCCC1)c1cnn2cccnc12,1029
CHEMBL3946035,COc1cc(C(=O)NCCO)ccc1NC(=O)c1csc2cncnc12,1619
CHEMBL3922067,COc1ccc(Cl)cc1NC(=O)c1cnn2cccnc12,1633
CHEMBL3957438,CC[C@@H](CO)Nc1ncc2scc(C(=O)Nc3cc(Cl)ccc3OC)c2n1,2226
CHEMBL3940896,COc1cc(C(=O)NCCO)ccc1NC(=O)c1cnn2cccnc12,2961
CHEMBL3896123,CNCC1CCN(c2ccc(Cl)cc2NC(=O)c2csc3cncnc23)CC1,3545
CHEMBL3921461,COc1cc(C(=O)Nc2ccccc2)c(Cl)cc1NC(=O)c1cnn2cccnc12,7915
CHEMBL3939266,COc1cc(CO)ccc1NC(=O)c1cnn2cccnc12,8673
CHEMBL4080656,NC(=O)c1cnc(Nc2ccccc2)cc1N[C@H](CO)c1ccccc1,840
CHEMBL4094792,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H]1CCC[C@@H](O)C1,11
CHEMBL3891636,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCC(C)(C)NS(C)(=O)=O,4.8
CHEMBL4106447,CC(C)Nc1cc(-n2ccc3cnc(NCC(C)(C)O)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,1.9
CHEMBL3900741,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1ccc(C(C)(C)O)cn1,11.6
CHEMBL3735401,CCc1cc2c(cc1-c1cnn(CC(=O)N(C)C)c1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,465
CHEMBL4106801,CCn1cc(Nc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cn1,1.2
CHEMBL4115117,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2cnc3cc(Cl)cnc32)cc1Nc1cnn(CCC#N)c1,3.3
CHEMBL4109113,CCCn1cc(Nc2cc(-n3ncc4cc(Cl)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cn1,2.5
CHEMBL4113747,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(S(C)(=O)=O)c1,0.9
CHEMBL3910846,CCOCCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(CC(F)F)c1,7.1
CHEMBL4112492,CC1CN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CCO1,97
CHEMBL4115147,O=c1[nH]c(N2CCCCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,71
CHEMBL403662,COc1cc(N2CCOCC2)ccc1NC(=O)c1csc(-c2cccnc2)n1,160
CHEMBL4111435,CC(C)Nc1cc(-n2ncc3cc(F)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,5.3
CHEMBL4113582,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1Nc1cccc(-c2ncc[nH]2)c1,2.1
CHEMBL3947754,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](S(C)(=O)=O)CC1,3.6
CHEMBL4109108,Cc1cc(Nc2cc(-n3ncc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)n(C)n1,7
CHEMBL3986164,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC12CCC(O)(CC1)C2,14.8
CHEMBL4109005,C[C@@H](Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O)C1CC1,2.8
CHEMBL4114460,CC1(Nc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)CC1,1.2
CHEMBL3889742,CCNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)cnc43)cc2NC(C)C)CC1,1.7
CHEMBL3917746,CNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)cnc43)cc2CCC(C)(C)O)CC1,8.4
CHEMBL4108104,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCCC(F)(F)C1O,4.4
CHEMBL3900682,CNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2NC(C)C)CC1,3.8
CHEMBL3916413,CC(O)CCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC(C)C,5.3
CHEMBL4111238,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)N[C@@H]1CCCN(S(C)(=O)=O)C1,15.7
CHEMBL3923791,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCc1ccc(N(C[SH](=O)=O)S(C)(=O)=O)cc1,3.6
CHEMBL3960060,COc1cc(C(=O)NCCCO)ccc1NC(=O)c1csc2cncnc12,833
CHEMBL3937953,CC(N)C1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)C1,3083
CHEMBL3978235,COc1ccc(F)cc1NC(=O)c1cnn2ccccc12,4302
CHEMBL3909791,NC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)C1,766
CHEMBL3959468,O=C(Nc1cc(Cl)ccc1OCc1cccc(O)c1)c1cnn2cccnc12,2626
CHEMBL3962309,COc1cc(S(C)(=O)=O)ccc1NC(=O)c1ccn2cccnc12,4011
CHEMBL3905293,COc1cc2ncccc2cc1NC(=O)c1csc2cnc(NCCO)nc12,76
CHEMBL3929903,O=C(Nc1cc(Cl)ccc1OC1CCC(O)C1)c1cnn2cccnc12,361
CHEMBL3962911,O=C(Nc1cc(Cl)ccc1N1CCCC(O)C1)c1cnn2cccnc12,474
CHEMBL4114212,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCC(NCC(F)(F)F)C1,4.3
CHEMBL4112464,CC[C@@H](F)CNc1cc(-n2ncc3cc(Cl)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,9.3
CHEMBL3936414,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nc(C(=O)NC[C@H](O)c2ccccc2)cs1,26
CHEMBL4115438,O=c1[nH]c(NC2CCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1ccccn1,590
CHEMBL4107171,O=c1[nH]c(N2CCN(c3ncc(C(F)(F)F)cc3Cl)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,17
CHEMBL4108607,O=c1[nH]c(N2CCN(c3ncccn3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2ccc(F)cc2)cs1,21
CHEMBL259375,Cc1cccc(NC(=O)c2csc(-c3cccnc3)n2)c1,4800
CHEMBL256733,CN(C)C(=O)c1ccc2ncc(-c3cccc(NC4CCNCC4)n3)n2c1,49
CHEMBL255445,c1cc(NC2CCNCC2)nc(-c2cnc3ccc(-c4ccc[nH]4)cn23)c1,63
CHEMBL3634508,Cn1cc(NC(=O)c2ccc3ccc(N[C@@H]4CCCNC4)nn23)c(C(F)F)n1,5
CHEMBL3634507,Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CCCNC4)nn23)c(C(F)F)n1,1
CHEMBL4110735,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCC(N)C1,3
CHEMBL4112802,C[C@@H](F)CNc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,1.5
CHEMBL4108248,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@@H]1CCN(c2ncc(F)cn2)C1,1.5
CHEMBL3890485,CC(C)(O)CCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1COC1,11.2
CHEMBL4111939,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCCC(F)(F)F,5
CHEMBL4107116,CCCNc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,2.6
CHEMBL4110610,CC(C)(F)CCNc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,5.3
CHEMBL4109670,CC(F)CCNc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,6.1
CHEMBL4113443,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(F)cnc32)cc1NC1CCC(F)C1,4
CHEMBL3982186,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@@H]1C[C@H]1CO,4.8
CHEMBL3971885,CN(C)c1ccc(Cl)cc1NC(=O)c1cnn2cccnc12,739
CHEMBL3947045,Cc1ncoc1COc1ccc(Cl)cc1NC(=O)c1csc2cncnc12,1050
CHEMBL3946413,COCCOc1ccc(Cl)cc1NC(=O)c1cnn2cccnc12,1710
CHEMBL3919594,O=C(Nc1cc2cccnc2cc1OCCCO)c1csc2cncnc12,131
CHEMBL3890971,NC(=O)c1cnc2c(C(=O)Nc3cc(Cl)ccc3O[C@H]3CC[C@@H](O)CC3)cnn2c1,203
CHEMBL3902377,NC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)CC1,251
CHEMBL4113932,O=C(Nc1cc(Cl)ccc1OC[C@H](O)CO)c1cnn2cccnc12,4664
CHEMBL3960537,NCC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)CC1,37
CHEMBL3981674,O=C1Cc2cc(N3CCC(CO)CC3)c(NC(=O)c3cnn4cccnc34)cc2N1,49
CHEMBL3947085,O=C(Nc1cc(Cl)ccc1N1CCCC1)c1cnn2cccnc12,312
CHEMBL3924734,O=C(Nc1cc(Cl)ccc1N1CCCCC1)c1cnn2cccnc12,314
CHEMBL3908035,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](C(C)(C)O)C1,6.3
CHEMBL4114135,CC1COCCN1CCNc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,10.8
CHEMBL1990583,Nc1ncnn2ccc(C(=O)Nc3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,340
CHEMBL3980609,O=C(Nc1cc(Cl)ccc1N1CCC(O)CC1)c1cnn2cccnc12,136
CHEMBL3950081,O=C(Nc1cc(CO)ccc1N1CCCCC1)c1cnn2cccnc12,199
CHEMBL3926826,COc1cc2[nH]ncc2cc1NC(=O)c1cnn2cccnc12,231
CHEMBL3939338,COc1cnc2c(C(=O)Nc3cc(Cl)ccc3N3CCC(CN)CC3)cnn2c1,254
CHEMBL3920995,COc1cc2ncccc2cc1NC(=O)c1csc2cnc(N(C)C(C)C)nc12,432
CHEMBL4109344,N#Cc1ccc(-c2c(N[C@@H]3CCCNC3)nc(N3CCOCC3)[nH]c2=O)nc1,81
CHEMBL3961723,O=c1[nH]c(N2CCOCC2)nc(NC2CCCCC2O)c1-c1nc2ccccc2s1,5600
CHEMBL3976387,O=c1[nH]c(N2CCOCC2)nc(NCCN2CCCCC2)c1-c1ccc2ccccc2n1,2800
CHEMBL4108838,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2cccc(F)c2)cs1,40
CHEMBL4109478,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2cc(F)ccc2F)cs1,90
CHEMBL4112080,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2ccc(C(F)(F)F)cn2)cs1,2403
CHEMBL4109510,N#Cc1cccc(-c2c(N[C@@H]3CCCNC3)nc(N3CCOCC3)[nH]c2=O)n1,167
CHEMBL3621219,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,11
CHEMBL4112994,Cc1cccc(-c2c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)nc(N3CCOCC3)[nH]c2=O)n1,213.5
CHEMBL4110321,CC(C)[C@H]1C[C@@H](Nc2nc[nH]c(=O)c2-c2nc3ccccc3s2)[C@H](O)[C@@H]1O,850
CHEMBL4113923,Cc1cc2sc(-c3c(N[C@@H]4C[C@H](CO)[C@@H](O)[C@H]4O)nc(N4CCOCC4)[nH]c3=O)nc2c(C)n1,923
CHEMBL4112163,NC(=O)CNCC1CCN(c2nc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,36.7
CHEMBL4109337,O=c1[nH]c(N2CC3(COC3)C2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,8.9
CHEMBL4108230,COC1CN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C[C@@H]1O,40
CHEMBL4107435,O=c1[nH]c(C2CCN(C3CCCC3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,620
CHEMBL3960645,CC1(Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)CCCNC1,150
CHEMBL3945726,O=c1[nH]c(N2CCOCC2)nc(NCCN2CCCCC2)c1-c1nc2ccccc2s1,2
CHEMBL4110998,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)OP(=O)(O)O,14.7
CHEMBL4108510,Cn1cc(Nc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cn1,1.3
CHEMBL4107752,CC(CCF)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,1.6
CHEMBL4111974,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(CCC#N)c1,2.1
CHEMBL4111230,CCCn1cc(Nc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cn1,1.4
CHEMBL3971510,CCCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(CC(F)F)c1,4
CHEMBL4115485,CC(C)(F)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(CC(F)F)c1,2.2
CHEMBL3923236,CN(CCO)c1ccc(Cl)cc1NC(=O)c1cnn2cccnc12,2203
CHEMBL3927769,O=C(Nc1nc2ccccc2n1CCCO)c1csc2cncnc12,2310
CHEMBL256961,Clc1ccc2ncc(-c3cccc(NC4CCCNC4)n3)n2c1,9
CHEMBL258025,CN(C)CCCNc1cccc(-c2cnc3ccccn23)n1,8100
CHEMBL256734,c1ccc(Nc2cccc(-c3cnc4ccccn34)n2)cc1,1156
CHEMBL4112812,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1CCN(c2ccccc2)CC1,4
CHEMBL4115236,CC(CNc1cc(-n2ncc3cncnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O)N1CCOCC1,15.7
CHEMBL4110619,CCNc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,3.2
CHEMBL4108028,C[C@@H](F)CNc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,3.8
CHEMBL4112662,CC(C)(CN)CNc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,8.5
CHEMBL4113645,C[C@@H](F)CNc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,2.7
CHEMBL4068348,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC,730
CHEMBL4110867,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1Nc1cccc(C(N)=O)c1,2.5
CHEMBL4109034,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2cnc3cc(Cl)cnc32)cc1Nc1cnn(CCCF)c1,2.6
CHEMBL4109866,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2cnc3cc(C#N)cnc32)cc1Nc1cnn(CC(F)F)c1,1.8
CHEMBL3908153,CC(C)(O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)cnc43)cc2NC2CC2)CC1,1.5
CHEMBL3927317,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCC1(O)CCC(C)(O)CC1,5.9
CHEMBL4108787,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC1CCCC(CO)C1,5.3
CHEMBL3916631,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](NS(C)(=O)=O)CC1,4.6
CHEMBL4111012,CC(C)Nc1cc(-n2ncc3cc(O)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,3.1
CHEMBL4107905,COc1cnc2c(cnn2-c2cc(NC(C)C)c(C(=O)NC[C@@H](F)C(C)(C)O)cn2)c1,19.4
CHEMBL3909577,O=C(Nc1cc(Cl)ccc1OC1CCC(O)CC1)c1cnn2cc(Br)cnc12,137
CHEMBL4115542,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)c(N)nc32)cc1NC12CC3CC(CC(O)(C3)C1)C2,2.6
CHEMBL4107389,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@H]1CC[C@H](NC(=O)C(F)F)CC1,3.3
CHEMBL3901125,CCOC(=O)c1nc(-c2cnc(Nc3ccc4ncsc4c3)cc2NC(C)C)sc1C,960.7
CHEMBL4109845,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2cnccc2s1,12
CHEMBL4109374,C[C@@H]1CC[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2ccc3ccccc3n2)CN1,38
CHEMBL4112526,O=c1[nH]c(N2CCOCC2CO)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,864
CHEMBL4112861,COc1cccc(N2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)n1,10
CHEMBL4112330,O=c1[nH]c(N2CCC[C@H]2CF)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,85
CHEMBL3970853,C[C@H]1C[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)CN1,359
CHEMBL4115260,CC(C)N1CCC(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,660
CHEMBL4113721,CC(=O)N1CCC(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,450
CHEMBL4107847,O=c1[nH]c(C2CCN(c3ncccn3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,260
CHEMBL4108815,CC(C)C[C@H](CO)Nc1nc(N2CCOCC2)[nH]c(=O)c1-c1nc2ccccc2s1,2500
CHEMBL4112758,O=c1[nH]c(N2CCCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,11
CHEMBL4107909,O=c1[nH]c(N2CC[C@@H](O)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,17
CHEMBL4114583,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2cccc(C(F)(F)F)c2s1,520
CHEMBL3917340,CC(C)Nc1cc(Nc2ccc(C#N)cc2)ncc1-c1nnc(NC[C@@H](F)CO)o1,22.9
CHEMBL3977526,CN(C)CCNc1nc(N2CCOCC2)[nH]c(=O)c1-c1ccc2ccccc2n1,1600
CHEMBL3601185,Cc1cc(Nc2ncc(-c3nc(-c4ccccc4)cs3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)cc(C)n1,4
