Molecule ChEMBL ID,Smiles,Standard Value,pIC50
CHEMBL4114067,O=c1[nH]c(N2CCN(Cc3nccs3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,226,6.65
CHEMBL4109175,CS(=O)(=O)N1CCN(c2nc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,225,6.65
CHEMBL3958762,O=C(Nc1cc(Cl)ccc1-c1ccc(CO)cc1)c1cnn2cccnc12,218,6.66
CHEMBL4778959,CN1CCC(c2noc(-c3cnc(Nc4ccc5c(c4)C(C)(C)OC5=O)nc3N[C@H](CO)c3ccccc3)n2)CC1,220,6.66
CHEMBL4108414,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1ncc(F)cn1,220,6.66
CHEMBL255098,c1ccn2c(-c3ccnc(NC4CCNCC4)n3)cnc2c1,216,6.67
CHEMBL4112994,Cc1cccc(-c2c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)nc(N3CCOCC3)[nH]c2=O)n1,213.5,6.67
CHEMBL255098,c1ccn2c(-c3ccnc(NC4CCNCC4)n3)cnc2c1,216,6.67
CHEMBL255935,COc1ccc2c(c1)ncn2-c1cccc(NC2CCNCC2)n1,208,6.68
CHEMBL4110934,CC(C)S(=O)(=O)N1CCC(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,210,6.68
CHEMBL5271049,Cn1cc(Nc2nc(N[C@@H]3CCOC3)c3nc(CC#N)ccc3n2)cn1,211,6.68
CHEMBL3890971,NC(=O)c1cnc2c(C(=O)Nc3cc(Cl)ccc3O[C@H]3CC[C@@H](O)CC3)cnn2c1,203,6.69
CHEMBL3601194,OC[C@H]1C[C@@H](Nc2cc(NC3CCC3)ncc2-c2nc3ccccc3s2)[C@H](O)[C@@H]1O,204,6.69
CHEMBL5181489,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3ccnc(N4CCCC4)c3)nc3ccsc23)[C@H]2C=C[C@@H]1C2,206,6.69
CHEMBL379787,O=C(Nc1nc2ccccc2n1CCN1CCOCC1)c1cccc([N+](=O)[O-])c1,200,6.7
CHEMBL3950081,O=C(Nc1cc(CO)ccc1N1CCCCC1)c1cnn2cccnc12,199,6.7
CHEMBL485324,CN(c1nccc(-c2cnc3ccccn23)n1)C1CCNCC1,200,6.7
CHEMBL4750612,CCOc1cc(NC(=O)c2cccc(C(F)(F)F)n2)cc2cn(CCC(C)(C)O)nc12,202,6.7
CHEMBL4109570,CNC(=O)N1CCC(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,200,6.7
CHEMBL4107634,O=c1[nH]c(N2CCOC(C(F)(F)F)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,201,6.7
CHEMBL4107519,O=c1[nH]c(N2CCC(c3ccccn3)C2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,197,6.71
CHEMBL4112779,O=C1CNC2(CCN(c3nc(N[C@@H]4C[C@H](CO)[C@@H](O)[C@H]4O)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)O1,196,6.71
CHEMBL4745378,CCNC(=O)c1cnc(Nc2ccc3c(c2)C(C)(C)OC3=O)nc1N[C@H](CO)c1ccccc1,190,6.72
CHEMBL4106632,CN(CCO)c1nc(N[C@@H]2CCCNC2)c(-c2nc3ccccc3s2)c(=O)[nH]1,190,6.72
CHEMBL4112425,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2C[C@@H]3CN[C@H]2C3)c1-c1nc2ccccc2s1,191,6.72
CHEMBL4114603,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1cccc(-n2cccc2)n1,185,6.73
CHEMBL402612,COc1cc2ncn(-c3cccc(NC4CCNCC4)n3)c2cc1OC,181,6.74
CHEMBL4068975,NC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NCc1cc(F)ccc1F,180,6.75
CHEMBL4115128,O=c1[nH]c(C2CCN(c3cnccn3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,180,6.75
CHEMBL3982232,O=C(Nc1cc2ccccc2cc1OC1CCC(O)C1)c1cnn2cccnc12,177,6.75
CHEMBL4114416,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2cccc(Cl)c2s1,180,6.75
CHEMBL3919163,O=c1[nH]c(N2CCOCC2)nc(NC2CCNC2)c1-c1nc2ccccc2s1,177,6.75
CHEMBL5090869,Cc1cc(Nc2ncc(-c3cccnc3)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc1OCCN1CCCC1,179,6.75
CHEMBL4113086,O=c1[nH]c(C2CCN(C3CCOC3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,180,6.75
CHEMBL3909500,O=c1[nH]c(N2CCOCC2)nc(NCCc2ncc[nH]2)c1-c1nc2ccccc2s1,180,6.75
CHEMBL3961880,O=c1[nH]c(C2CCN(c3ccccn3)CC2)nc(NC2CCCNC2)c1-c1nc2ccccc2s1,180,6.75
CHEMBL4109340,CCOC(=O)C1CN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CCO1,180,6.75
CHEMBL4782761,CN1CC(n2cc3cc(NC(=O)c4cccc(C(F)(F)F)n4)c(C(C)(C)O)cc3n2)C1,176,6.75
CHEMBL4741772,CN1CCC(c2nnc(-c3cnc(Nc4ccc5c(c4)C(C)(C)OC5=O)nc3N[C@H](CO)c3ccccc3)o2)CC1,170,6.77
CHEMBL4108284,O=c1[nH]c(C2CCN(S(=O)(=O)C3CC3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,170,6.77
CHEMBL4111164,O=c1[nH]c(N2CC3CC2CN3)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,169,6.77
CHEMBL4075948,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NCCO,170,6.77
CHEMBL4749598,CCCNC(=O)c1cnc(Nc2ccc3c(c2)C(C)(C)OC3=O)nc1N[C@H](CO)c1ccccc1,170,6.77
CHEMBL4800602,CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)cc(C3CC3)c2n1,170,6.77
CHEMBL4109510,N#Cc1cccc(-c2c(N[C@@H]3CCCNC3)nc(N3CCOCC3)[nH]c2=O)n1,167,6.78
CHEMBL1270795,CSc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C)ns2)n1,167,6.78
CHEMBL256942,Clc1cc2ncn(-c3cccc(NC4CCNCC4)n3)c2cc1Cl,166,6.78
CHEMBL3944795,NCC1CCN(c2ccc(Cl)cc2NC(=O)c2csc3cncnc23)CC1,167,6.78
CHEMBL3590483,Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4N)nc23)c(-c2cncnc2)n1,160,6.8
CHEMBL4776227,CC1(C)OC(=O)c2ccc(Nc3ncc(C(N)=O)c(N[C@H](CO)c4ccccc4)n3)cc21,160,6.8
CHEMBL403662,COc1cc(N2CCOCC2)ccc1NC(=O)c1csc(-c2cccnc2)n1,160,6.8
CHEMBL4111716,CN(C)[C@H]1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C1,158,6.8
CHEMBL3601191,CC(C)n1ccc(Nc2ncc(-c3ccc4ccccc4n3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)cc1=O,155,6.81
CHEMBL3974236,Nc1cccc(NC(=O)c2cnn3cccnc23)c1N1CCCCC1,156,6.81
CHEMBL3590436,Cn1cc(NC(=O)c2cnn3ccc(CCCN)nc23)c(C(N)=O)n1,150,6.82
CHEMBL3960645,CC1(Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)CCCNC1,150,6.82
CHEMBL210887,O=C(Nc1nc2ccccc2n1CCCO)c1cccc([N+](=O)[O-])c1,150,6.82
CHEMBL3735448,CC(C)(C)C(=O)Oc1ccc2c(c1)nc(NC(=O)c1cccc([N+](=O)[O-])c1)n2-c1ccc(CCCO)cc1,150,6.82
CHEMBL4108971,CC(C)Nc1nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c(-c2nc3ccccc3s2)c(=O)[nH]1,151,6.82
CHEMBL4110771,C[C@@H]1C[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)CN1,150,6.82
CHEMBL3893206,O=c1[nH]c(N2CCOCC2)nc(NC2CNC2)c1-c1ccc2ccccc2n1,150,6.82
CHEMBL4107260,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2ccc(Cl)cc2)cs1,153,6.82
CHEMBL5286338,Cc1cc(-c2nc(C(=O)Nc3cn(CC4(C)COC4)nc3C(N)=O)co2)ccn1.Cl,150,6.82
CHEMBL3941034,O=C(Nc1cc(Cl)ccc1O[C@H]1CC[C@@H](O)CC1)c1csc2cncnc12,149,6.83
CHEMBL4061493,CC(C)Oc1cc2c(O[C@@H]3CCCNC3)ccnc2cc1C(N)=O,146,6.84
CHEMBL4114259,CC1(C)CN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CCO1,145,6.84
CHEMBL4108005,CC1CCCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)C1,140,6.85
CHEMBL4114234,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2cccc(C(F)(F)F)c2)cs1,141,6.85
CHEMBL3634501,Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CC(F)(F)CC[C@@H]4N)nn23)c(C(F)F)n1,140,6.85
CHEMBL4784784,CC1(C)OC(=O)c2ccc(Nc3ncc(-c4nnc(C5CC5)o4)c(N[C@H](CO)c4ccccc4)n3)cc21,140,6.85
CHEMBL3909577,O=C(Nc1cc(Cl)ccc1OC1CCC(O)CC1)c1cnn2cc(Br)cnc12,137,6.86
CHEMBL4109957,O=c1[nH]c(N2CC3CC2CS(=O)(=O)C3)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,139,6.86
CHEMBL4111157,Cc1nsc(C2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4ccc5ccccc5n4)c(=O)[nH]3)CC2)n1,138,6.86
CHEMBL5290742,Cn1cc(Nc2nc(NC3CCOCC3)c3nc(CC#N)ccc3n2)cn1,139,6.86
CHEMBL3980609,O=C(Nc1cc(Cl)ccc1N1CCC(O)CC1)c1cnn2cccnc12,136,6.87
CHEMBL3622515,O=c1[nH]c(N2CCC(F)(F)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,134.8,6.87
CHEMBL3622515,O=c1[nH]c(N2CCC(F)(F)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,135,6.87
CHEMBL3919594,O=C(Nc1cc2cccnc2cc1OCCCO)c1csc2cncnc12,131,6.88
CHEMBL4092338,CC(C)Oc1cc2c(OC[C@@H]3CCC(=O)N3)nccc2cc1C(N)=O,133,6.88
CHEMBL3951738,NCC1CCN(c2c(N)cccc2NC(=O)c2cnn3cccnc23)CC1,133,6.88
CHEMBL3940600,CC1(Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2ccc3ccccc3n2)CCCNC1,130,6.89
CHEMBL4098137,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H]1CCCC[C@H]1O,130,6.89
CHEMBL4780798,CC1(C)OC(=O)c2ccc(Nc3ncc(-c4nc(C56CCN(CC5)CC6)no4)c(N[C@H](CO)c4ccccc4)n3)cc21,130,6.89
CHEMBL4746200,CCS(=O)(=O)NCCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,128,6.89
CHEMBL402080,c1cc(-c2cnc3ccccn23)nc(N2C[C@H]3C[C@@H]2CN3)c1,126,6.9
CHEMBL3895108,COc1cc2ncccc2cc1NC(=O)c1csc2cnc(N(CCO)C(C)C)nc12,127,6.9
CHEMBL3967276,O=C(Nc1cc2cccnc2cc1OC1CCNCC1)c1csc2cncnc12,125,6.9
CHEMBL3937613,O=C(Nc1cc2ccccc2cc1OC1CCC(O)CC1)c1cnn2cccnc12,124,6.91
CHEMBL4528699,CC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnc4ccc(C#N)cc34)CC2)CC1,122,6.91
CHEMBL3975753,O=C(Nc1cc2cccnc2cc1O[C@@H]1CC[C@H](O)C1)c1csc2cncnc12,122,6.91
CHEMBL4108397,O=c1[nH]c(N2CCC(Cn3cccn3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,119,6.92
CHEMBL3622527,O=c1[nH]c(N2CCOCC2)nc(NC2CCNCC2)c1-c1nc2ccccc2s1,121,6.92
CHEMBL4089619,CC(C)Oc1cc2c(O[C@@H]3CCCNC3)nccc2cc1C(N)=O,121,6.92
CHEMBL4108358,Cc1ccc2sc(-c3c(N[C@@H]4CCCNC4)nc(N4CCOCC4)[nH]c3=O)nc2c1,120,6.92
CHEMBL3622527,O=c1[nH]c(N2CCOCC2)nc(NC2CCNCC2)c1-c1nc2ccccc2s1,121,6.92
CHEMBL5267973,Cc1cc(-c2nc(C(=O)Nc3c[nH]nc3C(N)=O)co2)ccn1,120,6.92
CHEMBL4075552,COc1cc2c(OC[C@H]3NC(=O)[C@@H]4C[C@H]34)nccc2cc1C(N)=O,115,6.94
CHEMBL3622530,C[C@@H]1CC[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)CN1,114,6.94
CHEMBL403442,Clc1ccc2c(c1)ncn2-c1cccc(NC2CCNCC2)n1,112,6.95
CHEMBL4798349,Cn1nccc1Cn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,113,6.95
CHEMBL3601193,Nc1cc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c(-c2nc3ccccc3s2)cn1,113,6.95
CHEMBL4108601,O=c1[nH]c(N2CCn3cc(C(F)(F)F)nc3C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,113,6.95
CHEMBL5272466,Cn1cc(Nc2nc(N[C@H]3CCOC3)c3nc(CC#N)ccc3n2)cn1,113,6.95
CHEMBL3892724,O=c1[nH]c(N2CCOCC2)nc(NC(CO)CO)c1-c1nc2ccccc2s1,110,6.96
CHEMBL4114042,CNC(=O)C1CN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CCO1,110,6.96
CHEMBL3590435,Cn1cc(NC(=O)c2cnn3cccnc23)c(C(N)=O)n1,110,6.96
CHEMBL4112885,O=c1[nH]c(N2CCC(NCc3ccccc3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,110,6.96
CHEMBL3953542,NC(=O)c1cnc2c(C(=O)Nc3cc(Cl)ccc3OC3CCC(O)CC3)cnn2c1,107,6.97
CHEMBL3942983,COc1ccc(Cl)cc1NC(=O)c1csc2cnc(NCCN)nc12,107,6.97
CHEMBL3983893,NCCCOc1cc2ncccc2cc1NC(=O)c1csc2cncnc12,103,6.99
CHEMBL5085436,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3ccc(OCCN4CCCC4)cc3)ncc2-c2cccnc2)[C@H]2C=C[C@@H]1C2,103,6.99
CHEMBL3925304,COc1cc2ncccc2cc1NC(=O)c1csc2cnc(NCCCN)nc12,101,7
CHEMBL3622532,Cc1cc(Nc2nc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)c(=O)[nH]2)cc(C)n1,100,7
CHEMBL4112383,O=C(NC1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1)OCc1ccccc1,100,7
CHEMBL3353210,O=C(c1ccc(-n2cc(-c3n[nH]c4ccccc34)nn2)cc1)N1CCOCC1,100,7
CHEMBL4113174,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2cc(F)cc(F)c2)cs1,99,7
CHEMBL3353186,CN(C)[C@H]1CC[C@H](Nc2nc(Nc3ccccc3)nc3[nH]ccc23)CC1,100,7
CHEMBL3942073,Cc1ccc(-n2nc(-c3ccc(S(C)(=O)=O)cc3C(F)(F)F)cc2NC(=O)c2cnn3cccnc23)cc1,100,7
CHEMBL3353185,CN(C)[C@H]1CC[C@H](Nc2ncnc3[nH]cc(F)c23)CC1,100,7
CHEMBL3898083,O=C(Nc1cc(Cl)ccc1N1CCC(CO)CC1)c1csc2cncnc12,100,7
CHEMBL3353184,CN(C)[C@H]1CC[C@H](Nc2ncnc3[nH]cc(C#N)c23)CC1,100,7
CHEMBL3965265,O=C1Cc2cc(N3CCCCC3)c(NC(=O)c3cnn4cccnc34)cc2N1,98,7.01
CHEMBL4112492,CC1CN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CCO1,97,7.01
CHEMBL3964751,CN1CCN(c2nc(NC3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)CC1,97,7.01
CHEMBL5187947,O=C(c1cccc(Nc2nc(NC3C[C@@H]4CC[C@H]3C4)c3sccc3n2)c1)N1CCC(F)C1,98,7.01
CHEMBL4781524,COc1cc(NC(=O)c2cccc(C(F)(F)F)n2)cc2cn(CCN(C)C)nc12,96,7.02
CHEMBL403210,N#Cc1ccc2ncc(-c3cccc(N[C@@H]4CCCNC4)n3)n2c1,95,7.02
CHEMBL3590471,Cn1cc(NC(=O)c2cnn3ccc(NC4CCCC4N)nc23)c(C(N)=O)n1,95,7.02
CHEMBL5181632,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3ccc(F)c(N4CCOCC4)c3)nc3ccsc23)[C@H]2C=C[C@@H]1C2,95,7.02
CHEMBL3601188,OC[C@H]1C[C@@H](Nc2nc(Nc3cncnc3)ncc2-c2nc(-c3ccccc3)cs2)[C@H](O)[C@@H]1O,94,7.03
CHEMBL3622530,C[C@@H]1CC[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)CN1,93,7.03
CHEMBL4110923,CC(=O)NC1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,94,7.03
CHEMBL4106833,Cc1csc(-c2c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)nc(N3CCC(C(F)(F)F)CC3)[nH]c2=O)n1,93.6,7.03
CHEMBL3979957,CC1CCC(Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2ccc3ccccc3n2)CN1,91,7.04
CHEMBL4108381,O=c1[nH]c(NC2CCCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,92,7.04
CHEMBL4109478,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2cc(F)ccc2F)cs1,90,7.05
CHEMBL3601187,COc1cc(Nc2ncc(-c3nc(-c4ccccc4)cs3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)ccn1,89,7.05
CHEMBL4112564,O=c1[nH]c(C2CCN(c3cccnc3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,89,7.05
CHEMBL4061801,COc1cc2c(OC[C@H]3NC(=O)[C@H](C)[C@H]3C)nccc2cc1C(N)=O,87.1,7.06
CHEMBL4112330,O=c1[nH]c(N2CCC[C@H]2CF)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,85,7.07
CHEMBL3622525,O=c1[nH]c(N2CCOCC2)nc(N[C@H]2CNC[C@H](O)C2)c1-c1nc2ccccc2s1,85,7.07
CHEMBL3622525,O=c1[nH]c(N2CCOCC2)nc(N[C@H]2CNC[C@H](O)C2)c1-c1nc2ccccc2s1,85,7.07
CHEMBL4108111,COCC1CN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CCO1,81,7.09
CHEMBL4109344,N#Cc1ccc(-c2c(N[C@@H]3CCCNC3)nc(N3CCOCC3)[nH]c2=O)nc1,81,7.09
CHEMBL4069224,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H]1CCCC[C@@H]1O,82,7.09
CHEMBL4108289,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1csc(-n2cccn2)n1,82,7.09
CHEMBL5268077,NC(=O)c1nn(C2CCOCC2)cc1NC(=O)c1coc(-c2ccncc2F)n1,82,7.09
CHEMBL3899862,COc1cc2ncccc2cc1NC(=O)c1csc2cnc(NCC(O)CO)nc12,82,7.09
CHEMBL3976077,NCc1ccc(-c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)cc1,81,7.09
CHEMBL3622523,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCCNC2)c1-c1nc2ccccc2s1,79,7.1
CHEMBL3622523,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCCNC2)c1-c1nc2ccccc2s1,79,7.1
CHEMBL5288843,Cc1cc(-c2ncc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)o2)ccn1,80,7.1
CHEMBL4112969,O=c1[nH]c(N2CCC(F)(F)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,78,7.11
CHEMBL3905293,COc1cc2ncccc2cc1NC(=O)c1csc2cnc(NCCO)nc12,76,7.12
CHEMBL3889839,CC(O)C1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)C1,76,7.12
CHEMBL4110426,CN(C)c1nc(N[C@@H]2CCCNC2)c(-c2nc3ccccc3s2)c(=O)[nH]1,74,7.13
CHEMBL4107588,NC(=O)N1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,74,7.13
CHEMBL3903936,COc1cc2ncccc2cc1NC(=O)c1csc2cnc(NC3CC3)nc12,74,7.13
CHEMBL4114443,CC(C)[C@H]1C[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)[C@H](O)[C@@H]1O,72,7.14
CHEMBL4086222,CC(C)Oc1cc2c(-c3ccc(C#N)cc3)cccc2cc1C(N)=O,71.9,7.14
CHEMBL3622532,Cc1cc(Nc2nc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)c(=O)[nH]2)cc(C)n1,73,7.14
CHEMBL3919571,O=C(Nc1cc(Cl)ccc1N1CCC(CO)CC1)c1cnn2cccnc12,72,7.14
CHEMBL4115147,O=c1[nH]c(N2CCCCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,71,7.15
CHEMBL4109926,CC1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,69,7.16
CHEMBL4438228,COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccc(C(C)(C)C#N)nc34)CC2)CC1,69,7.16
CHEMBL3907051,NC(=O)C1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)CC1,69,7.16
CHEMBL4112012,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2cc(C(F)(F)F)ccc2s1,70,7.16
CHEMBL4108331,N[C@@H]1CCCC[C@@H]1Nc1cccc2sc(-c3c(N[C@@H]4CCCNC4)nc(N4CCOCC4)[nH]c3=O)nc12,70,7.16
CHEMBL255272,c1cc(NC2CCNCC2)nc(-n2cnc3ccccc32)c1,70,7.16
CHEMBL255272,c1cc(NC2CCNCC2)nc(-n2cnc3ccccc32)c1,70,7.16
CHEMBL3891503,O=C(Nc1cc(Cl)ccc1N1CCC(CO)CC1)c1csc2cccnc12,70,7.16
CHEMBL4096937,O=C(NCC1CC1)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H](CO)Cc1ccccc1,70,7.16
CHEMBL3622513,O=c1[nH]c(N2CCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,67,7.17
CHEMBL3622513,O=c1[nH]c(N2CCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,67,7.17
CHEMBL5275179,NC(=O)c1nn(C2CCOCC2)cc1NC(=O)c1coc(-c2ccnc(C3CC3)c2)n1,67,7.17
CHEMBL4111747,Cc1cc(C2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4ccc5ccccc5n4)c(=O)[nH]3)CC2)[nH]n1,66,7.18
CHEMBL3929267,CC(C)(O)[C@H]1C[C@@H](Nc2nc(NC3CCC3)[nH]c(=O)c2-c2nc3ccccc3s2)[C@H](O)[C@@H]1O,65,7.19
CHEMBL4091863,COCCNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H](CO)Cc1ccccc1,64,7.19
CHEMBL255445,c1cc(NC2CCNCC2)nc(-c2cnc3ccc(-c4ccc[nH]4)cn23)c1,63,7.2
CHEMBL4113386,COC1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,63,7.2
CHEMBL4112700,COc1cc2ncccc2cc1NC(=O)c1csc2cnc(N[C@H](C)CO)nc12,63,7.2
CHEMBL4110138,CN(C)[C@@H]1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C1,62,7.21
CHEMBL3590482,Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4N)nc23)c(-c2ccncc2)n1,62,7.21
CHEMBL4113183,O=c1[nH]c(N2CCC(CO)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,62,7.21
CHEMBL4106984,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2ccccc2F)cs1,60,7.22
CHEMBL4113907,COCCCNc1nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c(-c2nc3ccccc3s2)c(=O)[nH]1,60,7.22
CHEMBL4748154,CC1(C)OC(=O)c2ccc(Nc3ncc(-c4nnco4)c(N[C@H](CO)c4ccccc4)n3)cc21,59,7.23
CHEMBL4115196,O=c1[nH]c(N2CCN(c3ccc(Cl)c(Cl)c3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,57,7.24
CHEMBL4106577,O=c1[nH]c(N2CCc3ccccc3C2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2ccc(F)cc2)cs1,57,7.24
CHEMBL4779374,CCS(=O)(=O)N1CC(n2cc3cc(NC(=O)c4cccc(C(F)(F)F)n4)c(C(C)(C)O)cc3n2)C1,57,7.24
CHEMBL4111657,O=c1[nH]c(N2CCOC(CCO)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,57,7.24
CHEMBL1739550,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCCCC3)ns2)n1,56,7.25
CHEMBL3957950,O=c1[nH]c(N2CCOCC2)nc(NCCN2CCNCC2)c1-c1nc2ccccc2s1,55,7.26
